date,store,product,sales,forecast,error
2012-06-29,1,3,7577.59,7558.336044683231,19.253955316768952
2012-07-06,1,3,8473.71,7996.0201675793905,477.6898324206086
2012-07-13,1,3,13126.15,9167.671172790151,3958.4788272098485
2012-07-20,1,3,20126.95,15246.394056937052,4880.555943062949
2012-07-27,1,3,22716.7,24468.864507821527,-1752.164507821526
2012-08-03,1,3,30331.69,27000.387453028336,3331.302546971663
2012-08-10,1,3,28257.3,34735.780286888774,-6478.480286888775
2012-08-17,1,3,31905.97,36897.25177805719,-4991.281778057186
2012-08-24,1,3,43712.78,38193.16728349689,5519.612716503107
2012-08-31,1,3,50701.3,35791.897721077665,14909.402278922338
2012-09-07,1,3,18368.51,28145.022715095813,-9776.512715095814
2012-09-14,1,3,14288.22,12722.83661020468,1565.383389795319
2012-09-21,1,3,13403.63,10901.868317613722,2501.7616823862772
2012-09-28,1,3,13085.95,11166.94928301814,1919.00071698186
2012-10-05,1,3,11676.98,13333.517293050812,-1656.5372930508129
2012-10-12,1,3,10487.17,11683.325541710105,-1196.1555417101044
2012-10-19,1,3,8548.87,11253.59810151314,-2704.7281015131393
2012-10-26,1,3,9350.9,9354.12186448394,-3.2218644839394983
2012-01-06,1,4,40925.76,38490.61858378746,2435.141416212544
2012-01-13,1,4,36582.36,37235.52240972543,-653.1624097254316
2012-01-20,1,4,33780.2,36299.7517581801,-2519.551758180103
2012-01-27,1,4,33613.91,34403.006481139775,-789.0964811397716
2012-02-03,1,4,40274.83,38304.27935243213,1970.5506475678703
2012-02-10,1,4,39305.13,37426.373781295224,1878.7562187047733
2012-02-17,1,4,36550.46,37127.34004569506,-576.880045695063
2012-02-24,1,4,34953.85,35453.68777010697,-499.8377701069694
2012-03-02,1,4,38459.98,38560.60765304004,-100.62765304003551
2012-03-09,1,4,38934.77,36273.01376486725,2661.7562351327433
2012-03-16,1,4,38125.32,36228.56801068168,1896.7519893183198
2012-03-23,1,4,36586.52,36432.29048206281,154.22951793718676
2012-03-30,1,4,37718.51,36362.451460220946,1356.0585397790564
2012-04-06,1,4,42060.21,38003.72957664002,4056.480423359979
2012-04-13,1,4,37449.26,37851.08316141659,-401.8231614165852
2012-04-20,1,4,36350.03,37066.78432379124,-716.7543237912396
2012-04-27,1,4,36894.54,35452.44111520951,1442.0988847904882
2012-05-04,1,4,41897.55,38385.04937013862,3512.5006298613807
2012-05-11,1,4,35840.06,37685.483894452576,-1845.4238944525787
2012-05-18,1,4,34536.29,35592.085394606605,-1055.7953946066045
2012-05-25,1,4,38270.34,35820.50336152729,2449.836638472705
2012-06-01,1,4,41566.55,40143.174414030116,1423.3755859698867
2012-06-08,1,4,41124.27,38782.54092506677,2341.729074933224
2012-06-15,1,4,39019.74,38008.724397851096,1011.015602148902
2012-06-22,1,4,37400.31,38793.773224935525,-1393.4632249355273
2012-06-29,1,4,39758.77,38863.70793528243,895.0620647175674
2012-07-06,1,4,44936.96,39761.35536867276,5175.604631327238
2012-07-13,1,4,38073.91,39575.95936738278,-1502.0493673827732
2012-07-20,1,4,38080.05,38395.56292923917,-315.5129292391648
2012-07-27,1,4,35197.59,37822.866431314156,-2625.2764313141597
2012-08-03,1,4,41305.39,40167.16059978961,1138.2294002103881
2012-08-10,1,4,40343.83,37855.366939581705,2488.4630604182967
2012-08-17,1,4,38105.9,38577.15630867066,-471.25630867065775
2012-08-24,1,4,36674.67,37712.74707720884,-1038.0770772088435
2012-08-31,1,4,37802.97,36470.62577176554,1332.3442282344622
2012-09-07,1,4,39549.27,38665.39332456405,883.8766754359458
2012-09-14,1,4,35044.06,36665.79487162693,-1621.7348716269335
2012-09-21,1,4,34507.34,34709.575938578004,-202.23593857800734
2012-09-28,1,4,34647.33,34934.98458626036,-287.6545862603598
2012-10-05,1,4,39311.93,37872.310806984264,1439.6191930157365
2012-10-12,1,4,35446.18,36157.21321681393,-711.0332168139284
2012-10-19,1,4,35549.19,35269.86914536266,279.32085463734256
2012-10-26,1,4,36292.6,35199.38410068011,1093.21589931989
2012-01-06,1,5,23105.81,29073.70352106704,-5967.893521067039
2012-01-13,1,5,19281.61,21290.815103515895,-2009.2051035158947
2012-01-20,1,5,19298.42,20008.801289019993,-710.3812890199952
2012-01-27,1,5,21376.42,20052.157198098248,1324.2628019017502
2012-02-03,1,5,28307.43,20713.76990806537,7593.660091934631
2012-02-10,1,5,38096.04,28462.33441231459,9633.70558768541
2012-02-17,1,5,46219.96,35599.41828055294,10620.541719447057
2012-02-24,1,5,30797.88,32158.39884756072,-1360.5188475607174
2012-03-02,1,5,30642.53,30913.05317733067,-270.52317733066957
2012-03-09,1,5,25492.21,29008.26503422661,-3516.0550342266106
2012-03-16,1,5,29345.72,26181.595652211236,3164.1243477887656
2012-03-23,1,5,25442.13,28424.90409142655,-2982.7740914265487
2012-03-30,1,5,22392.09,27711.250221480386,-5319.160221480386
2012-04-06,1,5,28386.81,24259.15917830244,4127.65082169756
2012-04-13,1,5,18458.33,25552.48930186023,-7094.159301860229
2012-04-20,1,5,16645.01,20192.35476598595,-3547.344765985952
2012-04-27,1,5,17170.39,17613.839343625892,-443.44934362589265
2012-05-04,1,5,18953.07,20283.548048165783,-1330.4780481657835
2012-05-11,1,5,17277.63,18532.90494646095,-1255.2749464609478
2012-05-18,1,5,17955.73,17612.426299105187,343.3037008948122
2012-05-25,1,5,18625.67,17775.048221111774,850.6217788882241
2012-06-01,1,5,17233.25,21513.636954628248,-4280.386954628248
2012-06-08,1,5,24752.99,18629.429035310844,6123.560964689157
2012-06-15,1,5,21376.63,22323.556576247534,-946.9265762475334
2012-06-22,1,5,24337.24,21211.256164711558,3125.9838352884435
2012-06-29,1,5,20233.9,23268.116647326944,-3034.2166473269426
2012-07-06,1,5,19684.48,22360.871959137974,-2676.3919591379745
2012-07-13,1,5,18089.61,20069.59189161217,-1979.9818916121694
2012-07-20,1,5,17896.46,18242.156888035217,-345.69688803521785
2012-07-27,1,5,14105.4,18061.514651418605,-3956.1146514186057
2012-08-03,1,5,17615.28,17028.79093411038,586.4890658896184
2012-08-10,1,5,18232.46,17097.703065463797,1134.7569345362026
2012-08-17,1,5,15440.65,18133.416157118943,-2692.7661571189437
2012-08-24,1,5,22446.23,15782.940155216269,6663.289844783731
2012-08-31,1,5,18615.76,17141.278192491343,1474.481807508655
2012-09-07,1,5,18236.15,19117.740963088116,-881.5909630881142
2012-09-14,1,5,19369.52,18015.261866172565,1354.2581338274358
2012-09-21,1,5,25798.78,20110.948060153485,5687.831939846514
2012-09-28,1,5,22560.39,23079.889547237595,-519.4995472375958
2012-10-05,1,5,25508.81,22952.20645574174,2556.6035442582615
2012-10-12,1,5,20920.03,24134.159425950766,-3214.1294259507667
2012-10-19,1,5,20413.83,21400.7119688456,-986.8819688455987
2012-10-26,1,5,25846.94,21013.18968142092,4833.750318579077
2012-01-06,1,6,3665.25,3927.194801275158,-261.94480127515817
2012-01-13,1,6,2460.92,3308.8031551316294,-847.8831551316293
2012-01-20,1,6,2427.46,2654.6832986713093,-227.2232986713093
2012-01-27,1,6,1649.4,2717.8491106709052,-1068.4491106709052
2012-02-03,1,6,3981.09,2863.6893415245154,1117.4006584754848
2012-02-10,1,6,7338.85,4624.729366141569,2714.1206338584316
2012-02-17,1,6,4223.42,6767.43484931289,-2544.01484931289
2012-02-24,1,6,3784.06,4263.597020596055,-479.53702059605484
2012-03-02,1,6,6464.52,4710.314686156104,1754.2053138438969
2012-03-09,1,6,4183.3,5534.331372730076,-1351.0313727300754
2012-03-16,1,6,3905.72,4509.165430368934,-603.445430368934
2012-03-23,1,6,2856.83,4140.628463877075,-1283.798463877075
2012-03-30,1,6,4540.27,3737.8406434286,802.4293565714006
2012-04-06,1,6,4764.43,4533.940452215222,230.48954778477855
2012-04-13,1,6,4500.12,4359.935040592191,140.1849594078085
2012-04-20,1,6,2988.96,4590.809779972194,-1601.8497799721936
2012-04-27,1,6,3319.32,3797.922113909976,-478.60211390997574
2012-05-04,1,6,4658.18,4258.672581042132,399.50741895786814
2012-05-11,1,6,3574.83,4720.969225652456,-1146.139225652456
2012-05-18,1,6,6030.81,3934.548416902773,2096.2615830972272
2012-05-25,1,6,5131.26,5510.851396876319,-379.59139687631887
2012-06-01,1,6,3249.75,5179.355518284736,-1929.6055182847358
2012-06-08,1,6,4888.46,4004.190031287695,884.269968712305
2012-06-15,1,6,4087.58,5126.785927044847,-1039.2059270448472
2012-06-22,1,6,4870.31,4385.820849141733,484.48915085826775
2012-06-29,1,6,4774.5,4748.632804816091,25.867195183908734
2012-07-06,1,6,2828.03,4817.746333519703,-1989.7163335197024
2012-07-13,1,6,2776.97,3552.993938964912,-776.0239389649123
2012-07-20,1,6,3496.53,3205.2416760183455,291.2883239816547
2012-07-27,1,6,2545.65,3734.350297382753,-1188.700297382753
2012-08-03,1,6,3412.58,2898.7120187564833,513.8679812435166
2012-08-10,1,6,5.0,3468.535218986283,-3463.535218986283
2012-08-17,1,6,2725.3,641.7809873094271,2083.519012690573
2012-08-24,1,6,2626.5,2776.7638003647903,-150.2638003647903
2012-08-31,1,6,2987.07,2773.329592525206,213.7404074747942
2012-09-07,1,6,2576.64,3108.5238603968082,-531.8838603968084
2012-09-14,1,6,3073.31,2543.2976773143696,530.0123226856304
2012-09-21,1,6,4159.51,2855.803799770265,1303.7062002297353
2012-09-28,1,6,3168.68,3986.808455579113,-818.128455579113
2012-10-05,1,6,3843.29,3571.8113986417293,271.4786013582707
2012-10-12,1,6,3788.59,3633.9340036941476,154.65599630585257
2012-10-19,1,6,3496.69,3786.2529519264167,-289.56295192641664
2012-10-26,1,6,4032.5,3728.6206528173716,303.8793471826284
2012-01-06,1,7,12377.76,18884.710456625686,-6506.950456625686
2012-01-13,1,7,9194.61,12110.83128617235,-2916.221286172349
2012-01-20,1,7,10189.61,9885.486175686552,304.1238243134485
2012-01-27,1,7,11228.15,10343.325584181735,884.8244158182642
2012-02-03,1,7,16556.71,12537.201067399408,4019.508932600591
2012-02-10,1,7,21619.05,17117.53649358803,4501.513506411968
2012-02-17,1,7,16849.62,21526.21905324677,-4676.5990532467695
2012-02-24,1,7,15956.87,17685.088578859093,-1728.2185788590923
2012-03-02,1,7,16473.91,18408.48073736922,-1934.5707373692203
2012-03-09,1,7,17500.24,18003.143740178883,-502.903740178881
2012-03-16,1,7,20690.01,18656.878042573582,2033.1319574264162
2012-03-23,1,7,15628.59,20132.387359277323,-4503.797359277323
2012-03-30,1,7,18684.0,18612.895692966435,71.10430703356542
2012-04-06,1,7,27171.41,19873.807754210266,7297.602245789734
2012-04-13,1,7,21302.3,26467.1364097013,-5164.8364097013
2012-04-20,1,7,19056.92,23677.963062547642,-4621.043062547644
2012-04-27,1,7,18704.53,19533.533358295543,-829.0033582955439
2012-05-04,1,7,22956.83,21697.75150156972,1259.078498430281
2012-05-11,1,7,23036.8,22193.274638966974,843.5253610330255
2012-05-18,1,7,19180.11,21584.2147813278,-2404.1047813277983
2012-05-25,1,7,28671.98,22426.352071538135,6245.627928461865
2012-06-01,1,7,31568.92,31989.58483098473,-420.66483098473327
2012-06-08,1,7,30052.56,32004.25588157149,-1951.6958815714897
2012-06-15,1,7,26249.22,30969.632013872517,-4720.412013872516
2012-06-22,1,7,24777.12,27192.675480719194,-2415.5554807191947
2012-06-29,1,7,24077.39,26419.58654577514,-2342.1965457751394
2012-07-06,1,7,27364.96,26161.804444489266,1203.1555555107334
2012-07-13,1,7,18427.17,25406.845896820083,-6979.675896820085
2012-07-20,1,7,16528.1,18730.494715660265,-2202.3947156602662
2012-07-27,1,7,17171.35,17981.632288950692,-810.2822889506933
2012-08-03,1,7,16916.29,20837.356244038463,-3921.066244038462
2012-08-10,1,7,16552.49,17747.40437505639,-1194.914375056389
2012-08-17,1,7,16256.91,17882.08727516485,-1625.1772751648496
2012-08-24,1,7,15159.94,17467.030852304608,-2307.0908523046073
2012-08-31,1,7,15802.09,15525.786473231543,276.30352676845723
2012-09-07,1,7,16941.42,17273.350976324815,-331.9309763248166
2012-09-14,1,7,15525.82,17050.39218661316,-1524.5721866131607
2012-09-21,1,7,22542.44,15943.530242647086,6598.9097573529125
2012-09-28,1,7,22343.24,19475.949787915073,2867.2902120849285
2012-10-05,1,7,22071.39,20982.358885500293,1089.0311144997067
2012-10-12,1,7,20212.71,21451.110369519803,-1238.4003695198044
2012-10-19,1,7,21937.45,21431.66469936183,505.78530063817016
2012-10-26,1,7,21449.85,22510.275247452275,-1060.4252474522764
2012-01-06,1,8,36797.0,35072.4853791936,1724.5146208064034
2012-01-13,1,8,34033.89,33991.76088260086,42.12911739914125
2012-01-20,1,8,35356.12,34704.0631054645,652.0568945355044
2012-01-27,1,8,34644.25,33837.31625697186,806.9337430281375
2012-02-03,1,8,40069.47,36732.63138016493,3336.838619835071
2012-02-10,1,8,38317.89,37629.238711180886,688.6512888191137
2012-02-17,1,8,37244.73,37757.168817874925,-512.4388178749214
2012-02-24,1,8,37204.72,36319.19837594341,885.5216240565933
2012-03-02,1,8,40307.19,38185.652708653186,2121.5372913468163
2012-03-09,1,8,36553.82,37808.54992008835,-1254.72992008835
2012-03-16,1,8,36141.27,35580.06705182141,561.2029481785867
2012-03-23,1,8,33758.45,35006.49306953265,-1248.0430695326504
2012-03-30,1,8,37745.71,35120.379450375025,2625.330549624974
2012-04-06,1,8,41917.56,36678.8857305984,5238.674269401599
2012-04-13,1,8,37295.29,36549.197222114024,746.0927778859768
2012-04-20,1,8,36930.94,36489.32047792083,441.61952207917057
2012-04-27,1,8,38531.76,36049.451279704976,2482.3087202950264
2012-05-04,1,8,41589.1,38841.40930800296,2747.690691997035
2012-05-11,1,8,37702.53,38120.01801907433,-417.4880190743279
2012-05-18,1,8,37817.25,37062.71016025493,754.5398397450699
2012-05-25,1,8,39067.0,37404.29410775421,1662.7058922457873
2012-06-01,1,8,41039.74,39286.52177522184,1753.2182247781602
2012-06-08,1,8,40236.23,38580.89315656456,1655.3368434354416
2012-06-15,1,8,38163.76,38501.723528549155,-337.9635285491531
2012-06-22,1,8,37693.88,37704.81377867806,-10.933778678059753
2012-06-29,1,8,37647.44,37915.26571984463,-267.82571984462993
2012-07-06,1,8,41524.67,37871.16052380446,3653.5094761955406
2012-07-13,1,8,36130.01,37834.64518243167,-1704.6351824316662
2012-07-20,1,8,37797.31,35855.938544097124,1941.371455902874
2012-07-27,1,8,36981.9,37350.07013424774,-368.17013424773904
2012-08-03,1,8,40098.84,37893.58037727739,2205.2596227226095
2012-08-10,1,8,37269.92,37237.05872795271,32.86127204728837
2012-08-17,1,8,36294.18,36373.05619609732,-78.87619609732064
2012-08-24,1,8,33855.28,35726.343535356886,-1871.0635353568869
2012-08-31,1,8,37666.92,33838.45256179461,3828.4674382053854
2012-09-07,1,8,38666.21,36407.115926334336,2259.094073665663
2012-09-14,1,8,37346.83,35711.57370249289,1635.2562975071123
2012-09-21,1,8,36404.63,35480.960900760045,923.6690992399526
2012-09-28,1,8,37254.84,35613.134913891365,1641.7050861086318
2012-10-05,1,8,42663.75,38206.56486866801,4457.185131331993
2012-10-12,1,8,37248.47,37609.29396139072,-360.8239613907208
2012-10-19,1,8,38668.75,36566.59805538511,2102.1519446148886
2012-10-26,1,8,39255.35,37508.49775715718,1746.8522428428187
2012-01-06,1,9,20705.21,24247.50369595729,-3542.2936959572908
2012-01-13,1,9,15416.12,20306.438527051487,-4890.318527051486
2012-01-20,1,9,13332.75,15807.426169384928,-2474.6761693849276
2012-01-27,1,9,14728.57,13916.990655648726,811.5793443512739
2012-02-03,1,9,19427.31,16673.148632409317,2754.1613675906847
2012-02-10,1,9,20985.41,19690.64187108806,1294.7681289119391
2012-02-17,1,9,23867.82,21744.432072027215,2123.3879279727844
2012-02-24,1,9,25957.89,23376.851064905342,2581.038935094657
2012-03-02,1,9,30503.3,25296.92181324648,5206.378186753518
2012-03-09,1,9,28291.68,26998.473128017,1293.2068719829986
2012-03-16,1,9,37941.84,27401.015186228964,10540.824813771032
2012-03-23,1,9,33541.36,31106.579228735423,2434.780771264577
2012-03-30,1,9,50382.47,32485.65628647788,17896.813713522122
2012-04-06,1,9,41235.34,34787.95767906654,6447.382320933459
2012-04-13,1,9,33136.94,36542.75985505265,-3405.8198550526504
2012-04-20,1,9,28111.87,33453.11656272859,-5341.246562728589
2012-04-27,1,9,30359.94,26746.357257414358,3613.5827425856405
2012-05-04,1,9,31552.3,29272.53790144418,2279.7620985558206
2012-05-11,1,9,28043.48,28641.661378980152,-598.1813789801527
2012-05-18,1,9,26160.37,27656.602045127554,-1496.2320451275555
2012-05-25,1,9,29338.57,29331.845605917057,6.724394082943036
2012-06-01,1,9,35001.66,32084.801964808867,2916.858035191137
2012-06-08,1,9,30307.11,33919.13127816413,-3612.021278164131
2012-06-15,1,9,30249.01,30664.484724878188,-415.4747248781896
2012-06-22,1,9,28249.43,30378.581461819434,-2129.151461819434
2012-06-29,1,9,25081.23,30316.399326934454,-5235.169326934454
2012-07-06,1,9,32851.76,29412.406598674195,3439.3534013258068
2012-07-13,1,9,21464.73,31268.790439670323,-9804.060439670324
2012-07-20,1,9,22594.18,22860.745928582455,-266.56592858245494
2012-07-27,1,9,22921.21,23630.445835034574,-709.2358350345748
2012-08-03,1,9,23780.97,26158.813654734597,-2377.8436547345955
2012-08-10,1,9,20400.88,24647.099639414653,-4246.219639414652
2012-08-17,1,9,23503.86,22318.89165291562,1184.968347084381
2012-08-24,1,9,26262.95,23721.77528037929,2541.1747196207107
2012-08-31,1,9,41634.69,26304.421327518365,15330.268672481638
2012-09-07,1,9,42920.95,34483.909176666035,8437.040823333962
2012-09-14,1,9,31882.98,30761.511495472536,1121.4685045274637
2012-09-21,1,9,33889.72,28441.66510205083,5448.054897949172
2012-09-28,1,9,40712.85,30665.936314458846,10046.913685541153
2012-10-05,1,9,40439.53,34493.07919774121,5946.450802258791
2012-10-12,1,9,37126.23,32505.839544258368,4620.390455741635
2012-10-19,1,9,36690.81,33694.28327938983,2996.5267206101707
2012-10-26,1,9,41040.84,32931.68296786144,8109.157032138559
2012-01-06,1,10,29927.33,28624.464293562956,1302.8657064370454
2012-01-13,1,10,23995.69,29076.186472947113,-5080.496472947114
2012-01-20,1,10,25331.83,25914.775318985503,-582.9453189855012
2012-01-27,1,10,23650.22,25702.916156837095,-2052.6961568370934
2012-02-03,1,10,33524.28,26694.909929017173,6829.370070982826
2012-02-10,1,10,37764.38,30267.15709348717,7497.222906512827
2012-02-17,1,10,40409.5,31867.340336390826,8542.159663609174
2012-02-24,1,10,37507.44,31838.309286256634,5669.130713743369
2012-03-02,1,10,39036.14,34466.050940439265,4570.089059560734
2012-03-09,1,10,34858.03,35190.00758328022,-331.9775832802188
2012-03-16,1,10,33405.1,33171.37925145673,233.72074854326638
2012-03-23,1,10,33327.09,32208.81419048014,1118.275809519855
2012-03-30,1,10,43718.05,32768.03546139473,10950.014538605275
2012-04-06,1,10,36666.29,34489.13793456716,2177.1520654328415
2012-04-13,1,10,29709.53,32834.38581690264,-3124.8558169026437
2012-04-20,1,10,30838.26,30258.84363733806,579.4163626619375
2012-04-27,1,10,29433.27,29510.336621578714,-77.06662157871324
2012-05-04,1,10,35800.66,30560.94168077876,5239.718319221243
2012-05-11,1,10,32271.72,31662.505417035587,609.2145829644141
2012-05-18,1,10,30339.17,31173.92206661235,-834.7520666123528
2012-05-25,1,10,34203.35,30326.946352954612,3876.4036470453866
2012-06-01,1,10,37294.14,34019.643691784935,3274.4963082150643
2012-06-08,1,10,36155.27,32875.53462109627,3279.7353789037297
2012-06-15,1,10,32578.62,32485.104056415454,93.51594358454531
2012-06-22,1,10,32851.06,32811.109517527504,39.950482472493604
2012-06-29,1,10,33135.34,33049.41743457383,85.92256542616815
2012-07-06,1,10,39189.33,32881.511936598836,6307.818063401166
2012-07-13,1,10,31430.55,33365.25736026702,-1934.7073602670243
2012-07-20,1,10,29187.22,30626.83505555939,-1439.6150555593886
2012-07-27,1,10,30594.53,29005.640164096865,1588.8898359031336
2012-08-03,1,10,32794.21,32336.77779798266,457.43220201733857
2012-08-10,1,10,33834.22,31723.456454726344,2110.7635452736577
2012-08-17,1,10,29723.55,31804.608692860053,-2081.0586928600533
2012-08-24,1,10,27884.19,30138.33079905368,-2254.1407990536827
2012-08-31,1,10,28490.93,29041.96577719784,-551.0357771978415
2012-09-07,1,10,30851.75,29820.201142993774,1031.5488570062262
2012-09-14,1,10,31705.09,29130.375497226996,2574.714502773004
2012-09-21,1,10,29203.63,29735.188800746935,-531.5588007469341
